번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
7073,동물약국,02_03_02_P,3090000,3.09E+17,20180910,,1,영업/정상,0,정상,,,,,29932082,,,서울특별시 도봉구 창동 557-9번지,서울특별시 도봉구 덕릉로 236 (창동),1473,뉴지명약국,2.01809E+13,U,59:59.0,,203332.6418,459596.8595,동물약국,,0,
7074,동물약국,02_03_02_P,5380000,5.38E+17,20180911,,1,영업/정상,0,정상,,,,,,33,,경상남도 양산시 평산동 568-26번지,"경상남도 양산시 신명로 85, 1층 (평산동)",50544,양산행복동물약국,2.01809E+13,U,59:59.0,,394720.8542,211793.9926,동물약국,,0,
7075,동물약국,02_03_02_P,3550000,3.55E+17,20180911,,1,영업/정상,0,정상,,,,,,0,,인천광역시 계양구 작전동 857-37번지,인천광역시 계양구 주부토로 463 (작전동),21087,나눔약국,2.01809E+13,U,59:59.0,,175867.8388,448181.2916,동물약국,,0,
7076,동물약국,02_03_02_P,3990000,3.99E+17,20180911,,1,영업/정상,0,정상,,,,,,,,경기도 남양주시 진접읍 금곡리 1081-4번지 110호,"경기도 남양주시 진접읍 해밀예당1로 30-9, 1층 110호",12066,건강플러스약국,2.01809E+13,U,59:59.0,,216400.2886,467703.6841,동물약국,,0,
7077,동물약국,02_03_02_P,3120000,3.12E+17,20180913,,1,영업/정상,0,정상,,,,,23126949,,,서울특별시 서대문구 대신동 50-6번지,서울특별시 서대문구 성산로 521 (대신동),3721,연희위드팜약국,2.01809E+13,U,59:59.0,,194956.0541,451227.7071,동물약국,,0,
7078,동물약국,02_03_02_P,3080000,3.08E+17,20180927,,1,영업/정상,0,정상,,,,,02-988-7196,,,서울특별시 강북구 미아동 61-85번지 1층,"서울특별시 강북구 도봉로 59, 1층 (미아동)",1211,숭인약국,2.01809E+13,U,59:59.0,,202548.184,456873.6557,동물약국,,0,
7079,동물약국,02_03_02_P,4200000,4.2E+17,20180927,,1,영업/정상,0,정상,,,,,033-648-9785,,,강원도 강릉시 노암동 249-9번지,강원도 강릉시 율곡로 2756 (노암동),25584,온누리 대림약국,2.01809E+13,U,59:59.0,,367808.203,473949.8442,동물약국,,0,
7080,동물약국,02_03_02_P,3560000,3.56E+17,20180914,,1,영업/정상,0,정상,,,,,,,,인천광역시 서구 당하동 1029-9번지 명진프라자,"인천광역시 서구 고산후로95번길 32, 명진프라자 102호 (당하동)",22682,푸른솔약국,2.01809E+13,U,59:59.0,,173047.2293,454538.0509,동물약국,,0,
7081,동물약국,02_03_02_P,3110000,3.11E+17,20180928,,1,영업/정상,0,정상,,,,,02-354-5520,,,서울특별시 은평구 응암동 601-72번지,서울특별시 은평구 응암로 196 (응암동),3478,백련산 허준약국,2.01809E+13,U,59:59.0,,192624.3772,454119.2044,동물약국,,0,
7082,동물약국,02_03_02_P,3690000,3.69E+17,20180928,,1,영업/정상,0,정상,,,,,292-7500,,,울산광역시 중구 서동 35-13번지,"울산광역시 중구 동천6길 6, 1층 (서동)",44481,문화약국,2.01809E+13,U,59:59.0,,412591.9528,233955.3028,동물약국,,0,
7083,동물약국,02_03_02_P,4730000,4.73E+17,20180928,,1,영업/정상,0,정상,,,,,063-433-8585,,,전라북도 진안군 진안읍 군상리 402-19번지,전라북도 진안군 진안읍 진무로 1124,55432,진안약국,2.01809E+13,U,59:59.0,,238922.5085,254760.1169,동물약국,,0,
7084,동물약국,02_03_02_P,3230000,3.23E+17,20180914,,1,영업/정상,0,정상,,,,,4007585,,,서울특별시 송파구 가락동 96번지 신정빌딩 1층,"서울특별시 송파구 송파대로 288, 신정빌딩 1층 (가락동)",5711,유창온누리약국,2.01809E+13,I,59:59.0,,210283.8726,443654.9267,동물약국,,0,
7085,동물약국,02_03_02_P,3780000,3.78E+17,20180914,,1,영업/정상,0,정상,,,,,031-723-7488,,,경기도 성남시 수정구 창곡동 0번지 위례우남역 퍼스트푸르지오시티 112호,"경기도 성남시 수정구 위례광장로 9-9, 위례우남역 퍼스트푸르지오시티 112호 (창곡동)",13646,위례광장약국,2.01809E+13,I,59:59.0,,,,동물약국,,0,
7086,동물약국,02_03_02_P,3940000,3.94E+17,20180920,,1,영업/정상,0,정상,,,,,031-919-3710,,,경기도 고양시 일산동구 정발산동 1146번지,"경기도 고양시 일산동구 일산로 451, 1층 (정발산동)",10359,바로약국,2.01809E+13,I,59:59.0,,180225.5499,463485.77,동물약국,,0,
7087,동물약국,02_03_02_P,3220000,3.22E+17,20181001,,1,영업/정상,0,정상,,,,,02-3412-5533,,,서울특별시 강남구 수서동 728번지 수서역,"서울특별시 강남구 광평로 지하 270, 수서역 지하1층 (수서동)",6362,수서역약국,2.0181E+13,I,35:32.0,,208825.5143,442900.2192,동물약국,,0,
7088,동물약국,02_03_02_P,3910000,3.91E+17,20181002,,1,영업/정상,0,정상,,,,,031-8094-0110,,,경기도 평택시 세교동 303-1번지 힐스테이트 평택2차,"경기도 평택시 세교6로 45, 상가동 205호 (세교동, 힐스테이트 평택2차)",17842,우리동네현대약국,2.0181E+13,I,35:39.0,,207701.8045,389926.3885,동물약국,,0,
7089,동물약국,02_03_02_P,5350000,5.35E+17,20181002,,1,영업/정상,0,정상,,,,,055-322-2994,,,경상남도 김해시 삼정동 599-1번지,경상남도 김해시 활천로 22 (삼정동),50934,햇살약국,2.0181E+13,I,35:39.0,,372358.5984,193891.223,동물약국,,0,
7090,동물약국,02_03_02_P,3930000,3.93E+17,20200706,,1,영업/정상,0,정상,,,,,,,,경기도 안산시 단원구 고잔동 772-2 골든에이스프라자,"경기도 안산시 단원구 광덕대로 138, 골든에이스프라자 1층 112일부,113호 (고잔동)",15477,고잔아는약국,2.02007E+13,I,23:28.0,,184913.3489,422980.3408,동물약국,,0,
7091,동물약국,02_03_02_P,5310000,5.31E+17,20200706,,1,영업/정상,0,정상,,,,,,,,경상남도 진주시 충무공동 279-6,"경상남도 진주시 사들로 97, 1층 106호 (충무공동)",52852,혁신제일약국,2.02007E+13,I,23:28.0,,304553.17,186942.516,동물약국,,0,
7092,동물약국,02_03_02_P,3190000,3.19E+17,20200708,,1,영업/정상,0,정상,,,,,02-6484-8248,0,,서울특별시 동작구 흑석동 1-3 원불교100년기념관,"서울특별시 동작구 현충로 75, 원불교100년기념관 (흑석동)",6904,2층은약국,2.02007E+13,U,40:00.0,,196739.1524,445284.1747,동물약국,,0,
7093,동물약국,02_03_02_P,3220000,3.22E+17,20200708,,1,영업/정상,0,정상,,,,,02-548-8032,,,서울특별시 강남구 신사동 576-7,"서울특별시 강남구 압구정로28길 28, 1층 (신사동)",6030,신사수약국,2.02007E+13,I,23:16.0,,202362.5476,446949.3652,동물약국,,0,
7094,동물약국,02_03_02_P,3220000,3.22E+17,20200708,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 논현동 18 미혜빌딩,"서울특별시 강남구 강남대로 590, 미혜빌딩 1층 (논현동)",6043,민트약국,2.02007E+13,I,23:16.0,,201733.675,445812.905,동물약국,,0,
7095,동물약국,02_03_02_P,3460000,3.46E+17,20200708,,1,영업/정상,0,정상,,,,,053-741-6467,,,대구광역시 수성구 범어동 835 범어역,"대구광역시 수성구 달구벌대로 지하 2396, 범어역 4호 (범어동)",42117,범어 22세기 약국,2.02007E+13,I,23:16.0,,347357.0379,263325.2171,동물약국,,0,
7096,동물약국,02_03_02_P,3130000,3.13E+17,20200706,,1,영업/정상,0,정상,,,,,02-333-3806,0,,서울특별시 마포구 상수동 310-1,"서울특별시 마포구 독막로 85, 1층 (상수동)",4049,일출약국,2.02206E+13,U,40:00.0,,193103.497,449521.7153,동물약국,,0,0
7097,동물약국,02_03_02_P,3940000,3.94E+17,20200708,,1,영업/정상,0,정상,,,,,031-907-3344,,,경기도 고양시 일산동구 장항동 890-1,"경기도 고양시 일산동구 중앙로 1199, 1층 (장항동)",10414,정성약국,2.02007E+13,I,23:16.0,,180193.4067,461269.6951,동물약국,,0,
7098,동물약국,02_03_02_P,3040000,3.04E+17,20200902,,1,영업/정상,0,정상,,,,,02-457-4110,,,서울특별시 광진구 중곡동 124-8 해동상가,"서울특별시 광진구 용마산로 57, 해동상가 1층 (중곡동)",4923,해동온누리약국,2.02009E+13,I,23:13.0,,207662.2694,450724.8254,동물약국,,0,
7099,동물약국,02_03_02_P,3220000,3.22E+17,20200908,,1,영업/정상,0,정상,,,,,02-543-8360,,,서울특별시 강남구 신사동 598-6 삼신빌딩 1층 102호,"서울특별시 강남구 논현로 836, 삼신빌딩 1층 102호 (신사동)",6025,행운약국,2.02009E+13,I,23:12.0,,202457.874,446759.9826,동물약국,,0,
7100,동물약국,02_03_02_P,3220000,3.22E+17,20200902,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 도곡동 959-22 1층,"서울특별시 강남구 남부순환로359길 4, 1층 (도곡동)",6268,샛별약국,2.02009E+13,I,23:13.0,,203218.5699,442583.2732,동물약국,,0,
7101,동물약국,02_03_02_P,3230000,3.23E+17,20200902,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 잠실동 194 잠실아이파크,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",5561,라미약국,2.02009E+13,I,23:13.0,,207006.5917,445317.8394,동물약국,,0,
7102,동물약국,02_03_02_P,3390000,3.39E+17,20200908,,1,영업/정상,0,정상,,,,,051-326-6100,,,부산광역시 사상구 괘법동 835-12,부산광역시 사상구 사상로 252 (괘법동),46964,메디팜 하나약국,2.02009E+13,I,23:12.0,,380538.7912,187141.1531,동물약국,,0,
7103,동물약국,02_03_02_P,3080000,3.08E+17,20200902,,1,영업/정상,0,정상,,,,,,,,서울특별시 강북구 미아동 317-12,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",1175,혜민약국,2.02009E+13,I,23:13.0,,202312.003,457773.609,동물약국,,0,
7104,동물약국,02_03_02_P,3530000,3.53E+17,20200908,,1,영업/정상,0,정상,,,,,467-7730,,,인천광역시 남동구 구월동 1264-73 대성빌딩,"인천광역시 남동구 구월로 268, 대성빌딩 104호 (구월동)",21534,큐티동물약국,2.02009E+13,I,23:12.0,,175183.81,439307.6949,동물약국,,0,
7105,동물약국,02_03_02_P,3530000,3.53E+17,20200908,,1,영업/정상,0,정상,,,,,,,,인천광역시 남동구 서창동 663-1,인천광역시 남동구 서창남순환로 2 (서창동),21610,천사약국,2.02009E+13,I,23:12.0,,177832.4386,435843.1084,동물약국,,0,
7106,동물약국,02_03_02_P,3530000,3.53E+17,20200908,,1,영업/정상,0,정상,,,,,467-3534,,,인천광역시 남동구 간석동 39-8,인천광역시 남동구 용천로 154 (간석동),21546,생활과건강약국,2.02009E+13,I,23:12.0,,174695.5607,440154.1036,동물약국,,0,
7107,동물약국,02_03_02_P,3820000,3.82E+17,20200908,,1,영업/정상,0,정상,,,,,,,,경기도 의정부시 용현동 221-1,"경기도 의정부시 오목로 11, 하진빌등 1층 (용현동)",11791,솔약국,2.02009E+13,I,23:12.0,,207383.3191,469977.3517,동물약국,,0,
7108,동물약국,02_03_02_P,5710000,5.71E+17,20200902,,1,영업/정상,0,정상,,,,,,,,충청북도 청주시 청원구 오창읍 양청리 792-5,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 1층",28120,건강약국,2.02009E+13,I,23:13.0,,238265.9697,357040.9028,동물약국,,0,
7109,동물약국,02_03_02_P,4490000,5.66E+17,20200902,,1,영업/정상,0,정상,,,,,041-555-5559,8921,,충청남도 천안시 서북구 성성동 694 하나타워 105호,"충청남도 천안시 서북구 성성9로 7, 하나타워 105호 (성성동)",31078,이화약국,2.02009E+13,I,23:13.0,,,,동물약국,,0,0
7110,동물약국,02_03_02_P,4190000,4.19E+17,20200902,,1,영업/정상,0,정상,,,,,033-733-1121,46.35,,강원도 원주시 반곡동 1885-2,"강원도 원주시 혁신로 37-2, 중앙타워 1층 105호 (반곡동)",26465,혁신중앙약국,2.02204E+13,U,40:00.0,,286703.1024,425091.2094,동물약국,,0,0
7111,동물약국,02_03_02_P,4260000,4.26E+17,20200902,,1,영업/정상,0,정상,,,,,033-342-6005,,,강원도 횡성군 우천면 우항리 599-2,강원도 횡성군 우천면 수남로 343,25248,우천약국,2.02009E+13,I,23:13.0,,294095.8384,440326.4522,동물약국,,0,
7112,동물약국,02_03_02_P,3480000,3.48E+17,20200908,,1,영업/정상,0,정상,,,,,,,,대구광역시 달성군 다사읍 매곡리 1549,"대구광역시 달성군 다사읍 대실역북로 12, 삼영메디빌  1층",42913,요셉약국,2.02009E+13,I,23:12.0,,332447.7674,262970.0845,동물약국,,0,
7113,동물약국,02_03_02_P,4850000,4.85E+17,20200902,,1,영업/정상,0,정상,,,,,061-382-8181,,,전라남도 담양군 창평면 창평리 270-1,전라남도 담양군 창평면 의병로 137,57389,창평약국,2.02009E+13,I,23:13.0,,201338.9873,193235.9894,동물약국,,0,
7114,동물약국,02_03_02_P,3720000,3.72E+17,20200902,,1,영업/정상,0,정상,,,,,052-293-2937,,,울산광역시 북구 천곡동 418-21,울산광역시 북구 달천로 9 (천곡동),44205,미래약국,2.02009E+13,I,23:13.0,,411382.09,239539.7848,동물약국,,0,
7115,동물약국,02_03_02_P,3910000,3.91E+17,20200908,,1,영업/정상,0,정상,,,,,031-652-3339,,,경기도 평택시 소사동 515,"경기도 평택시 소사2길 4, 1층 (소사동)",17877,모닝약국,2.02009E+13,I,23:12.0,,210745.2459,387594.7165,동물약국,,0,
7116,동물약국,02_03_02_P,5020000,5.02E+17,20200908,,1,영업/정상,0,정상,,,,,,,,경상북도 포항시 북구 두호동 1022-3 101호,"경상북도 포항시 북구 두호로 56, 101호 (두호동)",37623,윤약국,2.02009E+13,I,23:12.0,,413692.2424,287099.0895,동물약국,,0,
7117,동물약국,02_03_02_P,5710000,5.71E+17,20200916,,1,영업/정상,0,정상,,,,,,,,충청북도 청주시 청원구 오창읍 양청리 787-5,"충청북도 청주시 청원구 오창읍 중심상업1로 50, 101호",28120,오창중앙약국,2.02009E+13,I,23:12.0,,238154.3057,357086.2394,동물약국,,0,
7118,동물약국,02_03_02_P,4040000,4.04E+17,20200916,,1,영업/정상,0,정상,,,,,031-794-8277,,,"경기도 하남시 망월동 1125 미사역 파라곤 스퀘어, 1층 1057호","경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 1층 1057호 (망월동)",12912,미사경희약국,2.02112E+13,U,40:00.0,,,,동물약국,,0,0
7119,동물약국,02_03_02_P,3560000,3.56E+17,20200916,,1,영업/정상,0,정상,,,,,,0,,인천광역시 서구 청라동 157-1 더스페이스타워,"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 112호 (청라동)",22762,청라천사약국,2.02009E+13,I,23:12.0,,,,동물약국,,0,
7120,동물약국,02_03_02_P,3180000,3.18E+17,20200916,,1,영업/정상,0,정상,,,,,,,,서울특별시 영등포구 영등포동 618-264 금영빌딩,"서울특별시 영등포구 영신로19길 18, 금영빌딩 1층 (영등포동)",7366,참약국,2.02009E+13,I,23:12.0,,191598.66,445753.2731,동물약국,,0,0
7121,동물약국,02_03_02_P,3420000,3.42E+17,20200916,,1,영업/정상,0,정상,,,,,537411270,,,대구광역시 동구 효목동 456-2 창림빌딩,"대구광역시 동구 효목로 39-1, 창림빌딩 (효목동)",41237,효목동 동물약국,2.02009E+13,I,23:12.0,,347977.8433,265333.0634,동물약국,,0,
7122,동물약국,02_03_02_P,5690000,5.69E+17,20200917,,1,영업/정상,0,정상,,,,,,39.86,,세종특별자치시 종촌동 668 금강빌딩,"세종특별자치시 달빛로 43, 금강빌딩 2층 (종촌동)",30064,153약국,2.02009E+13,I,23:12.0,,222328.5821,333551.2482,동물약국,,0,
7123,동물약국,02_03_02_P,3910000,3.91E+17,20200910,,1,영업/정상,0,정상,,,,,070-4221-3902,,,경기도 평택시 합정동 968-1 롯데마트 평택점,"경기도 평택시 평택5로 30, 롯데마트 평택점 1층 (합정동)",17902,천사약국,2.02009E+13,I,23:12.0,,209876.4201,387425.0983,동물약국,,0,
7124,동물약국,02_03_02_P,3560000,3.56E+17,20200910,,1,영업/정상,0,정상,,,,,,,,인천광역시 서구 청라동 162-2,"인천광역시 서구 중봉대로 610, 마루힐프라자 1층 105호 (청라동)",22736,블루팜약국,2.02009E+13,I,23:12.0,,169013,448026,동물약국,,0,
7125,동물약국,02_03_02_P,4390000,4.39E+17,20200909,,1,영업/정상,0,정상,,,,,043-852-1107,0,,충청북도 충주시 봉방동 81-5,충청북도 충주시 탄금대로 138 (봉방동),27361,하나약국,2.02009E+13,I,23:12.0,,281432.0892,386878.1391,동물약국,,0,
7126,동물약국,02_03_02_P,4050000,5.62E+17,20200917,,1,영업/정상,0,정상,,,,,,,,경기도 용인시 처인구 남사면 아곡리 694,"경기도 용인시 처인구 남사면 한숲로 45, 132호",17117,한숲다솜약국,2.02009E+13,I,23:12.0,,,,동물약국,,0,
7127,동물약국,02_03_02_P,4990000,4.99E+17,20200910,,1,영업/정상,0,정상,,,,,,,,전라남도 완도군 완도읍 가용리 64-1,전라남도 완도군 완도읍 청해진동로 66,59109,하나로약국,2.02009E+13,I,23:12.0,,175618.2446,91135.63681,동물약국,,0,
7128,동물약국,02_03_02_P,3860000,3.86E+17,20200917,,1,영업/정상,0,정상,,,,,323237665,,,경기도 부천시 상동 544-4 가나베스트타운3,"경기도 부천시 상동로 87, 가나베스트타운3 1층 112호 (상동)",14544,시원약국,2.02009E+13,I,23:12.0,,178038.6551,444806.2062,동물약국,,0,
7129,동물약국,02_03_02_P,4490000,5.66E+17,20200917,,1,영업/정상,0,정상,,,,,,410.8,,충청남도 천안시 서북구 두정동 71-4 105호,"충청남도 천안시 서북구 두정로 258, 105호 (두정동)",31104,365스타약국,2.02009E+13,I,23:12.0,,212932.1316,370179.7016,동물약국,,0,0
7130,동물약국,02_03_02_P,4640000,4.64E+17,20200915,,1,영업/정상,0,정상,,,,,632263650,,,전라북도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀 302동 A-113호,"전라북도 전주시 덕진구 기지로 77, 302동 A-113호 (장동, 전북혁신도시 더 M city 센텀)",54865,365일박사약국,2.02009E+13,I,23:12.0,,205360.1776,259875.9073,동물약국,,0,
7131,동물약국,02_03_02_P,3450000,3.45E+17,20200903,,1,영업/정상,0,정상,,,,,053-981-8882,0,,대구광역시 북구 연경동 960-3 104호,"대구광역시 북구 동화천로 237, 104호 (연경동)",41409,유랜드약국,2.02009E+13,I,23:13.0,,,,동물약국,,0,
7132,동물약국,02_03_02_P,3120000,3.12E+17,20200903,,1,영업/정상,0,정상,,,,,,,,서울특별시 서대문구 홍은동 19-19 북한산 두산 위브,"서울특별시 서대문구 홍은중앙로3길 9, 203호 (홍은동, 북한산 두산 위브)",3610,이층약국,2.02009E+13,I,23:13.0,,195134.9659,455095.8192,동물약국,,0,
7133,동물약국,02_03_02_P,3390000,3.39E+17,20200903,,1,영업/정상,0,정상,,,,,,,,부산광역시 사상구 괘법동 578 산업용품유통상가 101호,"부산광역시 사상구 괘감로 37, 산업용품유통상가 101호 (괘법동)",46977,사상동물약국,2.02009E+13,I,23:13.0,,380291.656,186303.9221,동물약국,,0,
7134,동물약국,02_03_02_P,3150000,3.15E+17,20200903,,1,영업/정상,0,정상,,,,,02-2665-7585,0,,서울특별시 강서구 마곡동 739-3 에스비타운,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 107,108호 (마곡동)",7599,마곡메디칼약국,2.02009E+13,U,40:00.0,,183897,451681,동물약국,,0,
7135,동물약국,02_03_02_P,3070000,3.07E+17,20200903,,1,영업/정상,0,정상,,,,,29881800,,,서울특별시 성북구 길음동 498-1 래미안길음센터피스,"서울특별시 성북구 숭인로 50, 상가동 2108호 (길음동, 래미안길음센터피스)",2727,센터피스정약국,2.02009E+13,I,23:13.0,,202363.5735,456453.5292,동물약국,,0,
7136,동물약국,02_03_02_P,3780000,3.78E+17,20200914,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 중원구 성남동 3502 모란역 센트럴스퀘어,"경기도 성남시 중원구 성남대로 1132, 모란역 센트럴스퀘어 1층 104호 (성남동)",13365,모란온누리약국,2.02009E+13,I,23:12.0,,211429.2569,436553.6807,동물약국,,0,
7137,동물약국,02_03_02_P,3540000,3.54E+17,20200904,,1,영업/정상,0,정상,,,,,,,,인천광역시 부평구 부평동 126-10 지하부평역,"인천광역시 부평구 광장로 지하 15, 지하부평역 지하2층 3호 (부평동)",21404,부평365약국,2.02009E+13,I,23:13.0,,175704.5063,443746.8636,동물약국,,0,
7138,동물약국,02_03_02_P,3150000,3.15E+17,20200904,,1,영업/정상,0,정상,,,,,02-2664-0717,,,서울특별시 강서구 내발산동 700-24,"서울특별시 강서구 강서로47가길 16, 1층 (내발산동)",7639,큰덕약국,2.02009E+13,I,23:13.0,,185389.8689,449982.2546,동물약국,,0,
7139,동물약국,02_03_02_P,3150000,3.15E+17,20200904,,1,영업/정상,0,정상,,,,,02-6411-9112,0,,서울특별시 강서구 마곡동 797-7 퀸즈파크텐,"서울특별시 강서구 마곡중앙6로 66, 퀸즈파크텐 1층 112호 (마곡동)",7803,달약국,2.02009E+13,U,40:00.0,,,,동물약국,,0,
7140,동물약국,02_03_02_P,3120000,3.12E+17,20200904,,1,영업/정상,0,정상,,,,,23729139,,,서울특별시 서대문구 남가좌동 345-3,서울특별시 서대문구 증가로 129 (남가좌동),3692,모범약국,2.02009E+13,I,23:13.0,,193149.9281,452777.5353,동물약국,,0,
7141,동물약국,02_03_02_P,3640000,3.64E+17,20200904,,1,영업/정상,0,정상,,,,,,44.65,,대전광역시 동구 대동 150-3,대전광역시 동구 동대전로 72-1 (대동),34640,민정약국,2.02009E+13,I,23:13.0,,239665.1822,314347.1898,동물약국,,0,
7142,동물약국,02_03_02_P,5590000,5.59E+17,20200915,,1,영업/정상,0,정상,,,,,,,,경기도 양주시 고읍동 산 60,경기도 양주시 고덕로 280 (고읍동),11459,하나로약국,2.02009E+13,I,23:12.0,,206013.4826,477687.865,동물약국,,0,
7143,동물약국,02_03_02_P,3780000,3.78E+17,20200904,,1,영업/정상,0,정상,,,,,,0,,경기도 성남시 분당구 판교동 634 판교원마을5단지아파트,"경기도 성남시 분당구 판교원로 207, 상가동 1층 104호 (판교동, 판교원마을5단지아파트)",13485,판교원약국,2.02009E+13,I,23:13.0,,207760.1164,431722.4929,동물약국,,0,
7144,동물약국,02_03_02_P,3780000,3.78E+17,20200904,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 수정구 창곡동 509 위례중앙역 중앙타워,"경기도 성남시 수정구 위례광장로 300, 위례중앙역 중앙타워 B40호 (창곡동)",13640,위례미소약국,2.02009E+13,I,23:13.0,,212590,441303,동물약국,,0,
7145,동물약국,02_03_02_P,5530000,5.53E+17,20200904,,1,영업/정상,0,정상,,,,,,,,경기도 화성시 산척동 728-5 우성애비뉴타워,"경기도 화성시 동탄순환대로 127-9, 우성애비뉴타워 108호 (산척동)",18505,엘림온누리약국,2.02009E+13,I,23:13.0,,,,동물약국,,0,
7146,동물약국,02_03_02_P,3510500,3.5105E+17,20200904,,1,영업/정상,0,정상,,,,,032-887-5707,,,인천광역시 미추홀구 숭의동 331-12 더스테이프라임월드,"인천광역시 미추홀구 인주대로 51, 더스테이프라임월드 108호 (숭의동)",22173,비타민약국,2.02009E+13,I,23:13.0,,168406.5275,439742.1879,동물약국,,0,
7147,동물약국,02_03_02_P,4190000,4.19E+17,20200904,,1,영업/정상,0,정상,,,,,033-742-5458,79.2,,강원도 원주시 지정면 가곡리 1348-7,"강원도 원주시 지정면 신지정로 190, 센트럴타워 104-105호",26353,금빛누리약국,2.02011E+13,U,40:00.0,,277508.3061,430604.6827,동물약국,,0,
7148,동물약국,02_03_02_P,3460000,3.46E+17,20200911,,1,영업/정상,0,정상,,,,,,,,대구광역시 수성구 범어동 557-19,"대구광역시 수성구 상록로 5, 1층 102호 (범어동)",42019,타워약국,2.02009E+13,I,23:23.0,,346594.0391,263432.6923,동물약국,,0,
7149,동물약국,02_03_02_P,3150000,3.15E+17,20200914,,1,영업/정상,0,정상,,,,,,,,서울특별시 강서구 등촌동 719 경남파크빌 1동 102호,"서울특별시 강서구 등촌로 177, 1동 102호 (등촌동, 경남파크빌)",7668,밝은온누리약국,2.02009E+13,I,23:12.0,,187740.2493,449291.1019,동물약국,,0,
7150,동물약국,02_03_02_P,3400000,3.4E+17,20200901,,1,영업/정상,0,정상,,,,,,,,부산광역시 기장군 일광면 삼성리 825 105호,"부산광역시 기장군 일광면 해빛로 17, 105호",46048,도담도담약국,2.02009E+13,I,23:12.0,,,,동물약국,,0,
7151,동물약국,02_03_02_P,3400000,3.4E+17,20200907,,1,영업/정상,0,정상,,,,,,0,,부산광역시 기장군 기장읍 동부리 275-4 모두의약국,"부산광역시 기장군 기장읍 읍내로 108-1, 모두의약국",46066,기장동물약국,2.02009E+13,I,23:12.0,,401651.4453,196206.787,동물약국,,0,
7152,동물약국,02_03_02_P,4290000,4.29E+17,20200903,,1,영업/정상,0,정상,,,,,,,,강원도 정선군 정선읍 봉양리 339-9,강원도 정선군 정선읍 정선로 1350,26130,중앙약국,2.02009E+13,I,23:13.0,,347308.2669,432134.3472,동물약국,,0,
7153,동물약국,02_03_02_P,3240000,3.24E+17,20200903,,1,영업/정상,0,정상,,,,,02-442-1260,,,서울특별시 강동구 암사동 503-23 태성프라자 102호,"서울특별시 강동구 올림픽로 787, 태성프라자 102호 (암사동)",5241,옵티마기쁨약국,2.02009E+13,I,23:13.0,,211216.3591,449919.9804,동물약국,,0,
7154,동물약국,02_03_02_P,4640000,4.64E+17,20200911,,1,영업/정상,0,정상,,,,,,,,전라북도 전주시 완산구 고사동 217-1,"전라북도 전주시 완산구 전주객사5길 77, 1층 2호 (고사동)",54999,오거리약국,2.02009E+13,I,23:23.0,,212981.2804,257942.1962,동물약국,,0,
7155,동물약국,02_03_02_P,4280000,4.28E+17,20200903,,1,영업/정상,0,정상,,,,,333357133,165,,강원도 평창군 진부면 하진부리 206-27,강원도 평창군 진부면 진부중앙로 75,25325,중앙당약국,2.02009E+13,I,23:13.0,,337540.5588,460665.3402,동물약국,,0,
7156,동물약국,02_03_02_P,3900000,3.9E+17,20200911,,1,영업/정상,0,정상,,,,,02-899-9417,,,경기도 광명시 일직동 517 광명역센트럴자이 130호,"경기도 광명시 광명역로 28, 130호 (일직동, 광명역센트럴자이)",14349,새빛약국,2.02009E+13,I,23:23.0,,,,동물약국,,0,
7157,동물약국,02_03_02_P,5380000,5.38E+17,20200915,,1,영업/정상,0,정상,,,,,055-603-0338,,,경상남도 양산시 평산동 97-4 웅상좋은아이병원,"경상남도 양산시 평산로 12, 웅상좋은아이병원 (평산동)",50548,사랑인약국,2.02009E+13,I,23:12.0,,395640.2255,211274.4521,동물약국,,0,
7158,동물약국,02_03_02_P,3830000,3.83E+17,20200915,,1,영업/정상,0,정상,,,,,0507-1320-1823,,,경기도 안양시 동안구 호계동 1051 평촌스포츠센타 104호,"경기도 안양시 동안구 동안로 120, 평촌스포츠센타 104호 (호계동)",14072,범계역홈약국,2.02009E+13,I,23:12.0,,195699.8109,431940.9394,동물약국,,0,
